date,product,category,marketplace,price,sales_count,revenue,commission_rate,commission_amount,has_stock_requirement,product_type,source,affiliate_network,platform,cost,profit,profit_margin,collected_at
2025-04-28,Guia de Vendas Online,Infoprodutos,Mercado Livre,145.84,4,583.35,67.08,391.3,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-27,Guia de Vendas Online,Infoprodutos,Mercado Livre,142.41,9,1281.68,67.08,859.73,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-26,Guia de Vendas Online,Infoprodutos,Mercado Livre,144.57,24,3469.8,67.08,2327.48,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-25,Guia de Vendas Online,Infoprodutos,Mercado Livre,149.21,7,1044.44,67.08,700.6,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-24,Guia de Vendas Online,Infoprodutos,Mercado Livre,142.67,7,998.72,67.08,669.92,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-23,Guia de Vendas Online,Infoprodutos,Mercado Livre,142.84,6,857.05,67.08,574.9,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-22,Guia de Vendas Online,Infoprodutos,Mercado Livre,150.2,13,1952.56,67.08,1309.75,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-21,Guia de Vendas Online,Infoprodutos,Mercado Livre,150.58,16,2409.25,67.08,1616.09,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-20,Guia de Vendas Online,Infoprodutos,Mercado Livre,141.14,32,4516.38,67.08,3029.51,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-19,Guia de Vendas Online,Infoprodutos,Mercado Livre,151.6,35,5305.95,67.08,3559.15,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-18,Guia de Vendas Online,Infoprodutos,Mercado Livre,150.22,15,2253.24,67.08,1511.44,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-17,Guia de Vendas Online,Infoprodutos,Mercado Livre,145.39,4,581.56,67.08,390.1,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-16,Guia de Vendas Online,Infoprodutos,Mercado Livre,152.7,27,4122.95,67.08,2765.61,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-15,Guia de Vendas Online,Infoprodutos,Mercado Livre,142.31,12,1707.69,67.08,1145.49,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-14,Guia de Vendas Online,Infoprodutos,Mercado Livre,148.19,6,889.16,67.08,596.44,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-13,Guia de Vendas Online,Infoprodutos,Mercado Livre,144.76,39,5645.67,67.08,3787.03,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-12,Guia de Vendas Online,Infoprodutos,Mercado Livre,145.75,9,1311.77,67.08,879.91,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-11,Guia de Vendas Online,Infoprodutos,Mercado Livre,147.89,24,3549.32,67.08,2380.83,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-10,Guia de Vendas Online,Infoprodutos,Mercado Livre,151.87,21,3189.23,67.08,2139.29,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-09,Guia de Vendas Online,Infoprodutos,Mercado Livre,150.53,21,3161.08,67.08,2120.41,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-08,Guia de Vendas Online,Infoprodutos,Mercado Livre,148.63,25,3715.81,67.08,2492.5,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-07,Guia de Vendas Online,Infoprodutos,Mercado Livre,153.22,9,1378.95,67.08,924.98,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-06,Guia de Vendas Online,Infoprodutos,Mercado Livre,141.05,7,987.34,67.08,662.29,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-05,Guia de Vendas Online,Infoprodutos,Mercado Livre,148.34,31,4598.43,67.08,3084.55,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-04,Guia de Vendas Online,Infoprodutos,Mercado Livre,155.51,10,1555.14,67.08,1043.16,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-03,Guia de Vendas Online,Infoprodutos,Mercado Livre,143.22,13,1861.86,67.08,1248.91,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-02,Guia de Vendas Online,Infoprodutos,Mercado Livre,149.87,6,899.21,67.08,603.17,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-01,Guia de Vendas Online,Infoprodutos,Mercado Livre,148.12,16,2369.84,67.08,1589.65,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-30,Guia de Vendas Online,Infoprodutos,Shopee,103.21,3,309.63,82.45,255.28,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-29,Guia de Vendas Online,Infoprodutos,Shopee,103.4,12,1240.76,82.45,1022.95,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-28,Guia de Vendas Online,Infoprodutos,Shopee,108.75,13,1413.76,82.45,1165.57,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-27,Guia de Vendas Online,Infoprodutos,Shopee,103.52,24,2484.38,82.45,2048.25,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-26,Guia de Vendas Online,Infoprodutos,Shopee,106.36,3,319.08,82.45,263.06,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-25,Guia de Vendas Online,Infoprodutos,Shopee,107.51,10,1075.06,82.45,886.34,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-24,Guia de Vendas Online,Infoprodutos,Shopee,104.55,13,1359.2,82.45,1120.59,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-23,Guia de Vendas Online,Infoprodutos,Shopee,100.8,2,201.59,82.45,166.21,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-22,Guia de Vendas Online,Infoprodutos,Shopee,99.84,6,599.02,82.45,493.86,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-21,Guia de Vendas Online,Infoprodutos,Shopee,105.53,2,211.05,82.45,174.0,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-20,Guia de Vendas Online,Infoprodutos,Shopee,106.57,9,959.15,82.45,790.77,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-19,Guia de Vendas Online,Infoprodutos,Shopee,102.44,6,614.67,82.45,506.76,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-18,Guia de Vendas Online,Infoprodutos,Shopee,100.38,11,1104.18,82.45,910.34,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-17,Guia de Vendas Online,Infoprodutos,Shopee,103.84,18,1869.08,82.45,1540.96,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-16,Guia de Vendas Online,Infoprodutos,Shopee,104.58,11,1150.37,82.45,948.42,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-15,Guia de Vendas Online,Infoprodutos,Shopee,105.03,15,1575.46,82.45,1298.89,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-14,Guia de Vendas Online,Infoprodutos,Shopee,108.72,5,543.59,82.45,448.16,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-13,Guia de Vendas Online,Infoprodutos,Shopee,108.08,6,648.47,82.45,534.63,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-12,Guia de Vendas Online,Infoprodutos,Shopee,106.4,19,2021.52,82.45,1666.65,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-11,Guia de Vendas Online,Infoprodutos,Shopee,106.51,13,1384.66,82.45,1141.58,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-10,Guia de Vendas Online,Infoprodutos,Shopee,102.91,15,1543.66,82.45,1272.67,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-09,Guia de Vendas Online,Infoprodutos,Shopee,107.18,4,428.71,82.45,353.45,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-08,Guia de Vendas Online,Infoprodutos,Shopee,107.65,11,1184.18,82.45,976.3,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-07,Guia de Vendas Online,Infoprodutos,Shopee,105.18,5,525.92,82.45,433.59,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-06,Guia de Vendas Online,Infoprodutos,Shopee,101.46,13,1318.98,82.45,1087.43,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-05,Guia de Vendas Online,Infoprodutos,Shopee,99.28,9,893.5,82.45,736.65,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-04,Guia de Vendas Online,Infoprodutos,Shopee,100.7,11,1107.73,82.45,913.27,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-03,Guia de Vendas Online,Infoprodutos,Shopee,98.64,2,197.28,82.45,162.65,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-02,Guia de Vendas Online,Infoprodutos,Shopee,104.14,19,1978.69,82.45,1631.34,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-01,Guia de Vendas Online,Infoprodutos,Shopee,106.36,13,1382.72,82.45,1139.99,False,physical,Shopee API (simulado),,,,,,2025-04-30 17:58:28
2025-04-30,Guia de Vendas Online,Infoprodutos,AliExpress,124.68,6,748.07,70.58,527.96,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-29,Guia de Vendas Online,Infoprodutos,AliExpress,129.02,12,1548.28,70.58,1092.72,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-28,Guia de Vendas Online,Infoprodutos,AliExpress,125.35,18,2256.37,70.58,1592.45,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-27,Guia de Vendas Online,Infoprodutos,AliExpress,121.2,23,2787.7,70.58,1967.45,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-26,Guia de Vendas Online,Infoprodutos,AliExpress,119.11,24,2858.63,70.58,2017.5,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-25,Guia de Vendas Online,Infoprodutos,AliExpress,124.36,16,1989.74,70.58,1404.28,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-24,Guia de Vendas Online,Infoprodutos,AliExpress,124.47,7,871.27,70.58,614.91,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-23,Guia de Vendas Online,Infoprodutos,AliExpress,123.78,3,371.33,70.58,262.07,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-22,Guia de Vendas Online,Infoprodutos,AliExpress,127.1,18,2287.87,70.58,1614.69,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-21,Guia de Vendas Online,Infoprodutos,AliExpress,121.45,1,121.45,70.58,85.71,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-20,Guia de Vendas Online,Infoprodutos,AliExpress,129.7,5,648.5,70.58,457.69,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-19,Guia de Vendas Online,Infoprodutos,AliExpress,126.89,3,380.67,70.58,268.66,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-18,Guia de Vendas Online,Infoprodutos,AliExpress,120.71,8,965.69,70.58,681.54,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-17,Guia de Vendas Online,Infoprodutos,AliExpress,120.61,16,1929.73,70.58,1361.93,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-16,Guia de Vendas Online,Infoprodutos,AliExpress,119.77,15,1796.58,70.58,1267.95,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-15,Guia de Vendas Online,Infoprodutos,AliExpress,122.07,10,1220.74,70.58,861.55,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-14,Guia de Vendas Online,Infoprodutos,AliExpress,124.32,19,2362.13,70.58,1667.1,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-13,Guia de Vendas Online,Infoprodutos,AliExpress,121.74,3,365.23,70.58,257.76,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-12,Guia de Vendas Online,Infoprodutos,AliExpress,128.89,13,1675.62,70.58,1182.58,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-11,Guia de Vendas Online,Infoprodutos,AliExpress,123.66,2,247.31,70.58,174.54,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-10,Guia de Vendas Online,Infoprodutos,AliExpress,129.77,15,1946.57,70.58,1373.81,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-09,Guia de Vendas Online,Infoprodutos,AliExpress,125.66,17,2136.14,70.58,1507.6,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-08,Guia de Vendas Online,Infoprodutos,AliExpress,126.32,17,2147.37,70.58,1515.52,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-07,Guia de Vendas Online,Infoprodutos,AliExpress,125.04,2,250.08,70.58,176.49,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-06,Guia de Vendas Online,Infoprodutos,AliExpress,129.21,3,387.62,70.58,273.57,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-05,Guia de Vendas Online,Infoprodutos,AliExpress,126.08,19,2395.52,70.58,1690.66,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-04,Guia de Vendas Online,Infoprodutos,AliExpress,118.57,2,237.14,70.58,167.36,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-03,Guia de Vendas Online,Infoprodutos,AliExpress,120.79,12,1449.5,70.58,1023.0,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-02,Guia de Vendas Online,Infoprodutos,AliExpress,125.71,17,2137.07,70.58,1508.26,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-01,Guia de Vendas Online,Infoprodutos,AliExpress,121.69,14,1703.61,70.58,1202.34,False,physical,AliExpress API (simulado),,,,,,2025-04-30 17:58:28
2025-04-30,Guia de Vendas Online,Infoprodutos,Magazine Luiza,61.22,20,1224.49,57.46,703.63,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-29,Guia de Vendas Online,Infoprodutos,Magazine Luiza,60.5,12,726.02,57.46,417.19,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-28,Guia de Vendas Online,Infoprodutos,Magazine Luiza,66.01,7,462.08,57.46,265.53,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-27,Guia de Vendas Online,Infoprodutos,Magazine Luiza,60.9,10,609.05,57.46,349.98,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-26,Guia de Vendas Online,Infoprodutos,Magazine Luiza,61.9,5,309.49,57.46,177.84,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-25,Guia de Vendas Online,Infoprodutos,Magazine Luiza,64.95,13,844.36,57.46,485.2,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-24,Guia de Vendas Online,Infoprodutos,Magazine Luiza,63.43,16,1014.8,57.46,583.14,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-23,Guia de Vendas Online,Infoprodutos,Magazine Luiza,63.99,2,127.99,57.46,73.55,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-22,Guia de Vendas Online,Infoprodutos,Magazine Luiza,63.11,12,757.35,57.46,435.2,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-21,Guia de Vendas Online,Infoprodutos,Magazine Luiza,62.41,17,1061.02,57.46,609.7,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-20,Guia de Vendas Online,Infoprodutos,Magazine Luiza,65.77,13,854.96,57.46,491.29,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-19,Guia de Vendas Online,Infoprodutos,Magazine Luiza,61.08,13,794.0,57.46,456.26,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-18,Guia de Vendas Online,Infoprodutos,Magazine Luiza,64.92,13,843.93,57.46,484.95,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-17,Guia de Vendas Online,Infoprodutos,Magazine Luiza,62.13,8,497.08,57.46,285.64,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-16,Guia de Vendas Online,Infoprodutos,Magazine Luiza,64.27,10,642.67,57.46,369.3,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-15,Guia de Vendas Online,Infoprodutos,Magazine Luiza,65.89,2,131.79,57.46,75.73,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-14,Guia de Vendas Online,Infoprodutos,Magazine Luiza,65.07,18,1171.19,57.46,673.0,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-13,Guia de Vendas Online,Infoprodutos,Magazine Luiza,61.59,10,615.86,57.46,353.89,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-12,Guia de Vendas Online,Infoprodutos,Magazine Luiza,59.95,2,119.89,57.46,68.89,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-11,Guia de Vendas Online,Infoprodutos,Magazine Luiza,60.21,19,1144.08,57.46,657.42,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-10,Guia de Vendas Online,Infoprodutos,Magazine Luiza,62.16,16,994.55,57.46,571.5,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-09,Guia de Vendas Online,Infoprodutos,Magazine Luiza,60.91,5,304.55,57.46,175.0,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-08,Guia de Vendas Online,Infoprodutos,Magazine Luiza,60.74,10,607.41,57.46,349.04,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-07,Guia de Vendas Online,Infoprodutos,Magazine Luiza,65.55,18,1179.93,57.46,678.03,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-06,Guia de Vendas Online,Infoprodutos,Magazine Luiza,63.65,7,445.54,57.46,256.02,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-05,Guia de Vendas Online,Infoprodutos,Magazine Luiza,61.1,2,122.2,57.46,70.22,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-04,Guia de Vendas Online,Infoprodutos,Magazine Luiza,65.75,17,1117.8,57.46,642.32,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-03,Guia de Vendas Online,Infoprodutos,Magazine Luiza,63.82,11,702.04,57.46,403.42,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-02,Guia de Vendas Online,Infoprodutos,Magazine Luiza,60.4,6,362.38,57.46,208.24,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-01,Guia de Vendas Online,Infoprodutos,Magazine Luiza,59.77,14,836.82,57.46,480.86,False,physical,Magazine Luiza API (simulado),,,,,,2025-04-30 17:58:28
2025-04-30,Planilhas de Gestão,Infoprodutos,Amazon,72.4,28,2027.28,51.82,1050.63,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-29,Planilhas de Gestão,Infoprodutos,Amazon,76.65,13,996.46,51.82,516.41,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-28,Planilhas de Gestão,Infoprodutos,Amazon,72.66,15,1089.86,51.82,564.82,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-27,Planilhas de Gestão,Infoprodutos,Amazon,70.93,7,496.51,51.82,257.31,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-26,Planilhas de Gestão,Infoprodutos,Amazon,74.71,28,2091.94,51.82,1084.15,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-25,Planilhas de Gestão,Infoprodutos,Amazon,72.09,28,2018.62,51.82,1046.15,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-24,Planilhas de Gestão,Infoprodutos,Amazon,72.76,19,1382.47,51.82,716.46,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-23,Planilhas de Gestão,Infoprodutos,Amazon,76.3,6,457.83,51.82,237.27,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-22,Planilhas de Gestão,Infoprodutos,Amazon,76.6,6,459.61,51.82,238.19,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-21,Planilhas de Gestão,Infoprodutos,Amazon,73.8,12,885.62,51.82,458.97,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-20,Planilhas de Gestão,Infoprodutos,Amazon,75.67,23,1740.46,51.82,901.99,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-19,Planilhas de Gestão,Infoprodutos,Amazon,70.57,28,1975.99,51.82,1024.06,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-18,Planilhas de Gestão,Infoprodutos,Amazon,73.94,4,295.78,51.82,153.29,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-17,Planilhas de Gestão,Infoprodutos,Amazon,74.11,12,889.33,51.82,460.9,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-16,Planilhas de Gestão,Infoprodutos,Amazon,76.55,12,918.55,51.82,476.04,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-15,Planilhas de Gestão,Infoprodutos,Amazon,74.57,18,1342.34,51.82,695.66,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-14,Planilhas de Gestão,Infoprodutos,Amazon,76.22,19,1448.22,51.82,750.54,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-13,Planilhas de Gestão,Infoprodutos,Amazon,73.38,1,73.38,51.82,38.03,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-12,Planilhas de Gestão,Infoprodutos,Amazon,71.5,23,1644.57,51.82,852.3,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-11,Planilhas de Gestão,Infoprodutos,Amazon,77.36,24,1856.59,51.82,962.18,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-10,Planilhas de Gestão,Infoprodutos,Amazon,76.89,22,1691.62,51.82,876.68,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-09,Planilhas de Gestão,Infoprodutos,Amazon,75.69,22,1665.19,51.82,862.98,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-08,Planilhas de Gestão,Infoprodutos,Amazon,76.57,15,1148.58,51.82,595.25,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-07,Planilhas de Gestão,Infoprodutos,Amazon,74.16,9,667.48,51.82,345.92,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-06,Planilhas de Gestão,Infoprodutos,Amazon,76.19,11,838.12,51.82,434.36,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-05,Planilhas de Gestão,Infoprodutos,Amazon,77.56,23,1783.86,51.82,924.48,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-04,Planilhas de Gestão,Infoprodutos,Amazon,70.58,13,917.49,51.82,475.49,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-03,Planilhas de Gestão,Infoprodutos,Amazon,73.8,7,516.59,51.82,267.72,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-02,Planilhas de Gestão,Infoprodutos,Amazon,73.86,28,2068.2,51.82,1071.84,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-01,Planilhas de Gestão,Infoprodutos,Amazon,72.8,9,655.18,51.82,339.54,False,physical,Amazon API (simulado),,,,,,2025-04-30 17:58:28
2025-04-30,Planilhas de Gestão,Infoprodutos,Mercado Livre,85.95,28,2406.46,68.51,1648.62,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-29,Planilhas de Gestão,Infoprodutos,Mercado Livre,85.36,15,1280.37,68.51,877.15,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-28,Planilhas de Gestão,Infoprodutos,Mercado Livre,90.93,28,2545.95,68.51,1744.18,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-27,Planilhas de Gestão,Infoprodutos,Mercado Livre,89.09,20,1781.88,68.51,1220.73,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-26,Planilhas de Gestão,Infoprodutos,Mercado Livre,89.69,23,2062.89,68.51,1413.24,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-25,Planilhas de Gestão,Infoprodutos,Mercado Livre,88.37,13,1148.87,68.51,787.07,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-24,Planilhas de Gestão,Infoprodutos,Mercado Livre,91.02,21,1911.35,68.51,1309.43,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-23,Planilhas de Gestão,Infoprodutos,Mercado Livre,90.29,7,632.03,68.51,432.99,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-22,Planilhas de Gestão,Infoprodutos,Mercado Livre,85.54,18,1539.8,68.51,1054.89,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-21,Planilhas de Gestão,Infoprodutos,Mercado Livre,87.86,4,351.42,68.51,240.75,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-20,Planilhas de Gestão,Infoprodutos,Mercado Livre,86.83,20,1736.65,68.51,1189.74,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-19,Planilhas de Gestão,Infoprodutos,Mercado Livre,83.16,5,415.81,68.51,284.87,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
2025-04-18,Planilhas de Gestão,Infoprodutos,Mercado Livre,84.76,22,1864.8,68.51,1277.53,False,physical,Mercado Livre API (simulado),,,,,,2025-04-30 17:58:28
